adjuster_id,skill_business,skill_personal,will_travel,home_city,home_state,home_lat,home_lon,shift_capacity_days
33113383,4,4,True,Independence,MO,39.0924792,-94.4137923,1.0
23917573,1,3,True,Morristown,TN,36.2139814,-83.2948923,1.0
99474654,4,4,True,Richmond,VA,37.5385087,-77.43428,1.0
60997514,3,3,True,San Antonio,TX,29.4246002,-98.4951405,1.0
89538059,3,3,True,Virtual,SC,34.1718723,-82.1564776,1.0
48417943,5,5,True,Virtual,SC,34.1718723,-82.1564776,1.0
44773549,1,2,True,San Antonio,TX,29.4246002,-98.4951405,1.0
67282331,1,3,True,Brookfield,WI,43.0615578,-88.1260678,1.0
93750751,5,5,True,Chantilly,VA,38.885219,-77.4486772,1.0
10615629,3,3,True,Virtual,SC,34.1718723,-82.1564776,1.0
81400507,3,4,True,Maryland Heights,MO,38.7150511,-90.435999,1.0
50519688,5,5,True,Charlotte,NC,35.2272086,-80.8430827,1.0
14582357,3,3,True,Charlotte,NC,35.2272086,-80.8430827,1.0
11091566,5,5,True,Windsor,CA,38.5471327,-122.8163802,1.0
17621023,3,4,True,Alpharetta,GA,34.0755962,-84.2945964,1.0
95870867,5,5,True,Virtual,SC,34.1718723,-82.1564776,1.0
90086663,3,3,True,Blue Bell,PA,40.147809,-75.272781,1.0
95994572,0,3,True,Chantilly,VA,38.885219,-77.4486772,1.0
46137153,3,3,True,Memphis,TN,35.1460249,-90.0517638,1.0
20682406,4,4,True,Chantilly,VA,38.885219,-77.4486772,1.0
34930040,4,4,True,Rancho Cordova,CA,38.5890723,-121.302728,1.0
55188485,5,5,True,Washington,DC,38.8950982,-77.0363849,1.0
52851310,2,2,True,Rancho Cordova,CA,38.5890723,-121.302728,1.0
30456597,3,4,True,Memphis,TN,35.1460249,-90.0517638,1.0
41573166,0,3,True,Wyomissing,PA,40.329537,-75.9652117,1.0
58770856,3,3,True,Louisville,KY,38.2542376,-85.759407,1.0
54887810,3,4,True,Windsor,CA,38.5471327,-122.8163802,1.0
41000193,1,3,True,Morristown,TN,36.2139814,-83.2948923,1.0
11598800,1,3,True,Independence,MO,39.0924792,-94.4137923,1.0
30950740,2,3,True,Independence,MO,39.0924792,-94.4137923,1.0
63696577,1,1,True,Richardson,TX,32.9481789,-96.7297206,1.0
35600734,2,3,True,Louisville,KY,38.2542376,-85.759407,1.0
34174328,2,4,True,Alpharetta,GA,34.0755962,-84.2945964,1.0
94151997,1,3,True,Alpharetta,GA,34.0755962,-84.2945964,1.0
67915620,1,3,True,Morristown,TN,36.2139814,-83.2948923,1.0
21624812,1,3,True,Alpharetta,GA,34.0755962,-84.2945964,1.0
35183190,0,2,True,Houston,TX,29.7589382,-95.3676974,1.0
55786888,1,2,True,Overland Park,KS,38.9742502,-94.6851702,1.0
18550433,1,1,True,Naperville,IL,41.7728699,-88.1479278,1.0
91983029,0,3,True,Richmond,VA,37.5385087,-77.43428,1.0
74204642,1,1,True,Naperville,IL,41.7728699,-88.1479278,1.0
61039891,1,1,True,Brookfield,WI,43.0615578,-88.1260678,1.0
33519700,3,4,True,Flowood,MS,32.3092861,-90.1386811,1.0
88392723,1,3,True,Houston,TX,29.7589382,-95.3676974,1.0
45459060,4,4,True,Rancho Cordova,CA,38.5890723,-121.302728,1.0
18607212,2,2,True,Diamond Bar,CA,34.0286226,-117.8103367,1.0
77304158,1,1,True,Portland,OR,45.5202471,-122.674194,1.0
52047972,1,2,True,Virtual,SC,34.1718723,-82.1564776,1.0
30245881,0,1,True,Wyomissing,PA,40.329537,-75.9652117,1.0
21191952,1,3,True,Buffalo,NY,42.8864163,-78.8781493,1.0
46986893,4,4,True,Indianapolis,IN,39.7683331,-86.1583502,1.0
89382290,0,3,True,Virtual,SC,34.1718723,-82.1564776,1.0
12272594,2,3,True,Alpharetta,GA,34.0755962,-84.2945964,1.0
30290833,1,3,True,Brookfield,WI,43.0615578,-88.1260678,1.0
97120688,5,5,True,Naperville,IL,41.7728699,-88.1479278,1.0
11226387,0,3,True,Hartford,CT,41.764582,-72.6908547,1.0
93840690,0,3,True,Richmond,VA,37.5385087,-77.43428,1.0
67220759,1,1,True,Richmond,VA,37.5385087,-77.43428,1.0
77187182,2,3,True,Richardson,TX,32.9481789,-96.7297206,1.0
74913421,3,3,True,Virtual,SC,34.1718723,-82.1564776,1.0
82687551,3,4,True,Walnut Creek,CA,37.9020731,-122.0618702,1.0
20179277,0,3,True,Chantilly,VA,38.885219,-77.4486772,1.0
74571165,1,3,True,Alpharetta,GA,34.0755962,-84.2945964,1.0
55789879,1,1,True,Indianapolis,IN,39.7683331,-86.1583502,1.0
85470328,2,3,True,Richardson,TX,32.9481789,-96.7297206,1.0
99829609,1,3,True,New York,NY,40.7127281,-74.0060152,1.0
37468517,1,3,True,New York,NY,40.7127281,-74.0060152,1.0
28793553,0,3,True,Hartford,CT,41.764582,-72.6908547,1.0
38424593,1,3,True,Richardson,TX,32.9481789,-96.7297206,1.0
39322231,1,2,True,Overland Park,KS,38.9742502,-94.6851702,1.0
83212066,0,4,True,Virtual,SC,34.1718723,-82.1564776,1.0
22896008,0,3,True,Washington,DC,38.8950982,-77.0363849,1.0
28848705,1,1,True,Naperville,IL,41.7728699,-88.1479278,1.0
76384842,0,2,True,West Bridgewater,MA,42.0190922,-71.0079688,1.0
38978401,2,3,True,Saint Paul,MN,44.9497487,-93.0931028,1.0
50380556,0,3,True,Salt Lake City,UT,40.7596198,-111.886797,1.0
61662948,3,4,True,Maryland Heights,MO,38.7150511,-90.435999,1.0
73968848,4,4,True,Naperville,IL,41.7728699,-88.1479278,1.0
61005874,1,1,True,Naperville,IL,41.7728699,-88.1479278,1.0
84927195,1,3,True,Alpharetta,GA,34.0755962,-84.2945964,1.0
10134858,1,3,True,New York,NY,40.7127281,-74.0060152,1.0
33914483,4,4,True,Naperville,IL,41.7728699,-88.1479278,1.0
42937499,2,3,True,Birmingham,AL,33.5206824,-86.8024326,1.0
87856768,1,3,True,Morristown,TN,36.2139814,-83.2948923,1.0
74462531,1,3,True,Morristown,TN,36.2139814,-83.2948923,1.0
45573161,1,3,True,Alpharetta,GA,34.0755962,-84.2945964,1.0
32147516,2,2,True,Walnut Creek,CA,37.9020731,-122.0618702,1.0
73370890,2,3,True,Saint Paul,MN,44.9497487,-93.0931028,1.0
38847643,1,3,True,White Plains,NY,41.0339862,-73.7629097,1.0
67007034,2,3,True,Franklin,TN,35.925206,-86.8689419,1.0
85598668,4,4,True,Hunt Valley,MD,39.4962709,-76.6542571,1.0
30812935,0,3,True,Raleigh,NC,35.7803977,-78.6390989,1.0
40470409,1,3,True,Flowood,MS,32.3092861,-90.1386811,1.0
65319595,3,3,True,Indianapolis,IN,39.7683331,-86.1583502,1.0
15106158,1,3,True,Saint Paul,MN,44.9497487,-93.0931028,1.0
87427382,2,2,True,Walnut Creek,CA,37.9020731,-122.0618702,1.0
12272069,4,4,True,Naperville,IL,41.7728699,-88.1479278,1.0
68049515,3,3,True,Columbus,OH,39.9622601,-83.0007065,1.0
47021836,1,1,True,Naperville,IL,41.7728699,-88.1479278,1.0
60602293,0,3,True,Chantilly,VA,38.885219,-77.4486772,1.0
20350678,1,3,True,Alpharetta,GA,34.0755962,-84.2945964,1.0
76149834,0,3,True,Virtual,SC,34.1718723,-82.1564776,1.0
93687340,0,2,True,Las Vegas,NV,36.1674263,-115.1484131,1.0
48617218,1,3,True,Edison,GA,31.5581741,-84.7381045,1.0
30108904,0,2,True,Fresno,CA,36.7394421,-119.78483,1.0
13676947,1,2,True,Maryland Heights,MO,38.7150511,-90.435999,1.0
96210224,0,2,True,Las Vegas,NV,36.1674263,-115.1484131,1.0
55392537,2,2,True,Walnut Creek,CA,37.9020731,-122.0618702,1.0
54362814,0,2,True,Richardson,TX,32.9481789,-96.7297206,1.0
13424077,0,2,True,Richardson,TX,32.9481789,-96.7297206,1.0
29136794,0,3,True,Hartford,CT,41.764582,-72.6908547,1.0
94582361,3,3,True,White Plains,NY,41.0339862,-73.7629097,1.0
68245614,3,3,True,Richardson,TX,32.9481789,-96.7297206,1.0
52192658,4,4,True,Albuquerque,NM,35.0841034,-106.650985,1.0
69968859,0,2,True,Centennial,CO,39.579155,-104.8769227,1.0
50587694,3,3,True,Centennial,CO,39.579155,-104.8769227,1.0
55514458,0,3,True,Centennial,CO,39.579155,-104.8769227,1.0
27328743,4,4,True,Buffalo,NY,42.8864163,-78.8781493,1.0
66602850,3,3,True,Centennial,CO,39.579155,-104.8769227,1.0
54199425,0,3,True,Centennial,CO,39.579155,-104.8769227,1.0
87951870,2,2,True,Centennial,CO,39.579155,-104.8769227,1.0
35386202,4,4,True,Phoenix,AZ,33.4484367,-112.074141,1.0
49267899,4,4,True,Phoenix,AZ,33.4484367,-112.074141,1.0
84049591,2,3,True,Salt Lake City,UT,40.7596198,-111.886797,1.0
13565299,2,3,True,Phoenix,AZ,33.4484367,-112.074141,1.0
36168767,0,3,True,Albuquerque,NM,35.0841034,-106.650985,1.0
63674515,1,3,True,Richardson,TX,32.9481789,-96.7297206,1.0
99357304,0,3,True,Oklahoma City,OK,35.4729886,-97.5170536,1.0
29056378,0,2,True,Richardson,TX,32.9481789,-96.7297206,1.0
64494587,3,3,True,Virtual,MA,42.362744,-71.0837857,1.0
18601206,0,2,True,West Bridgewater,MA,42.0190922,-71.0079688,1.0
44914866,4,4,True,West Bridgewater,MA,42.0190922,-71.0079688,1.0
96917114,3,3,True,Franklin,TN,35.925206,-86.8689419,1.0
