adjuster_id,capacity_days,day,claim_id,modality,effective_progress_per_day,productivity_loss_abs,assigned_flag
44312033,1.0,56,,,,,0
44312033,1.0,57,,,,,0
44312033,1.0,58,,,,,0
44312033,1.0,59,,,,,0
44312033,1.0,60,,,,,0
35541067,1.0,1,,,,,0
35541067,1.0,2,,,,,0
35541067,1.0,3,,,,,0
35541067,1.0,4,,,,,0
35541067,1.0,5,,,,,0
35541067,1.0,6,,,,,0
35541067,1.0,7,,,,,0
35541067,1.0,8,,,,,0
35541067,1.0,9,,,,,0
35541067,1.0,10,,,,,0
35541067,1.0,11,,,,,0
35541067,1.0,12,,,,,0
35541067,1.0,13,,,,,0
35541067,1.0,14,,,,,0
35541067,1.0,15,,,,,0
35541067,1.0,16,,,,,0
35541067,1.0,17,,,,,0
35541067,1.0,18,,,,,0
35541067,1.0,19,,,,,0
35541067,1.0,20,,,,,0
35541067,1.0,21,,,,,0
35541067,1.0,22,,,,,0
35541067,1.0,23,,,,,0
35541067,1.0,24,,,,,0
35541067,1.0,25,,,,,0
35541067,1.0,26,,,,,0
35541067,1.0,27,,,,,0
35541067,1.0,28,,,,,0
35541067,1.0,29,,,,,0
35541067,1.0,30,,,,,0
35541067,1.0,31,,,,,0
35541067,1.0,32,,,,,0
35541067,1.0,33,,,,,0
35541067,1.0,34,,,,,0
35541067,1.0,35,,,,,0
35541067,1.0,36,,,,,0
35541067,1.0,37,,,,,0
35541067,1.0,38,,,,,0
35541067,1.0,39,,,,,0
35541067,1.0,40,,,,,0
35541067,1.0,41,,,,,0
35541067,1.0,42,,,,,0
35541067,1.0,43,,,,,0
35541067,1.0,44,,,,,0
35541067,1.0,45,,,,,0
35541067,1.0,46,,,,,0
35541067,1.0,47,,,,,0
35541067,1.0,48,,,,,0
35541067,1.0,49,,,,,0
35541067,1.0,50,,,,,0
35541067,1.0,51,,,,,0
35541067,1.0,52,,,,,0
35541067,1.0,53,,,,,0
35541067,1.0,54,,,,,0
35541067,1.0,55,,,,,0
35541067,1.0,56,,,,,0
35541067,1.0,57,,,,,0
35541067,1.0,58,,,,,0
35541067,1.0,59,,,,,0
35541067,1.0,60,,,,,0
26898448,1.0,1,,,,,0
26898448,1.0,2,,,,,0
26898448,1.0,3,,,,,0
26898448,1.0,4,,,,,0
26898448,1.0,5,,,,,0
26898448,1.0,6,,,,,0
26898448,1.0,7,,,,,0
26898448,1.0,8,,,,,0
26898448,1.0,9,,,,,0
26898448,1.0,10,,,,,0
26898448,1.0,11,,,,,0
26898448,1.0,12,,,,,0
26898448,1.0,13,,,,,0
26898448,1.0,14,,,,,0
26898448,1.0,15,,,,,0
26898448,1.0,16,,,,,0
26898448,1.0,17,,,,,0
26898448,1.0,18,,,,,0
26898448,1.0,19,,,,,0
26898448,1.0,20,,,,,0
26898448,1.0,21,,,,,0
26898448,1.0,22,,,,,0
26898448,1.0,23,,,,,0
26898448,1.0,24,,,,,0
26898448,1.0,25,,,,,0
26898448,1.0,26,,,,,0
26898448,1.0,27,,,,,0
26898448,1.0,28,,,,,0
26898448,1.0,29,,,,,0
26898448,1.0,30,,,,,0
26898448,1.0,31,,,,,0
26898448,1.0,32,,,,,0
26898448,1.0,33,,,,,0
26898448,1.0,34,,,,,0
26898448,1.0,35,,,,,0
26898448,1.0,36,,,,,0
26898448,1.0,37,,,,,0
26898448,1.0,38,,,,,0
26898448,1.0,39,,,,,0
26898448,1.0,40,,,,,0
26898448,1.0,41,,,,,0
26898448,1.0,42,,,,,0
26898448,1.0,43,,,,,0
26898448,1.0,44,,,,,0
26898448,1.0,45,,,,,0
26898448,1.0,46,,,,,0
26898448,1.0,47,,,,,0
26898448,1.0,48,,,,,0
26898448,1.0,49,,,,,0
26898448,1.0,50,,,,,0
26898448,1.0,51,,,,,0
26898448,1.0,52,,,,,0
26898448,1.0,53,,,,,0
26898448,1.0,54,,,,,0
26898448,1.0,55,,,,,0
26898448,1.0,56,,,,,0
26898448,1.0,57,,,,,0
26898448,1.0,58,,,,,0
26898448,1.0,59,,,,,0
26898448,1.0,60,,,,,0
95170993,1.0,1,,,,,0
95170993,1.0,2,,,,,0
95170993,1.0,3,,,,,0
95170993,1.0,4,,,,,0
95170993,1.0,5,,,,,0
95170993,1.0,6,,,,,0
95170993,1.0,7,,,,,0
95170993,1.0,8,,,,,0
95170993,1.0,9,,,,,0
95170993,1.0,10,,,,,0
95170993,1.0,11,,,,,0
95170993,1.0,12,,,,,0
95170993,1.0,13,,,,,0
95170993,1.0,14,,,,,0
95170993,1.0,15,,,,,0
95170993,1.0,16,,,,,0
95170993,1.0,17,,,,,0
95170993,1.0,18,,,,,0
95170993,1.0,19,,,,,0
95170993,1.0,20,,,,,0
95170993,1.0,21,,,,,0
95170993,1.0,22,,,,,0
95170993,1.0,23,,,,,0
95170993,1.0,24,,,,,0
95170993,1.0,25,,,,,0
95170993,1.0,26,,,,,0
95170993,1.0,27,,,,,0
95170993,1.0,28,,,,,0
95170993,1.0,29,,,,,0
95170993,1.0,30,,,,,0
95170993,1.0,31,,,,,0
95170993,1.0,32,,,,,0
95170993,1.0,33,,,,,0
95170993,1.0,34,,,,,0
95170993,1.0,35,,,,,0
95170993,1.0,36,,,,,0
95170993,1.0,37,,,,,0
95170993,1.0,38,,,,,0
95170993,1.0,39,,,,,0
95170993,1.0,40,,,,,0
95170993,1.0,41,,,,,0
95170993,1.0,42,,,,,0
95170993,1.0,43,,,,,0
95170993,1.0,44,,,,,0
95170993,1.0,45,,,,,0
95170993,1.0,46,,,,,0
95170993,1.0,47,,,,,0
95170993,1.0,48,,,,,0
95170993,1.0,49,,,,,0
95170993,1.0,50,,,,,0
95170993,1.0,51,,,,,0
95170993,1.0,52,,,,,0
95170993,1.0,53,,,,,0
95170993,1.0,54,,,,,0
95170993,1.0,55,,,,,0
95170993,1.0,56,,,,,0
95170993,1.0,57,,,,,0
95170993,1.0,58,,,,,0
95170993,1.0,59,,,,,0
95170993,1.0,60,,,,,0
25807176,1.0,1,,,,,0
25807176,1.0,2,,,,,0
25807176,1.0,3,,,,,0
25807176,1.0,4,,,,,0
25807176,1.0,5,,,,,0
25807176,1.0,6,,,,,0
25807176,1.0,7,,,,,0
25807176,1.0,8,,,,,0
25807176,1.0,9,,,,,0
25807176,1.0,10,,,,,0
25807176,1.0,11,,,,,0
25807176,1.0,12,,,,,0
25807176,1.0,13,,,,,0
25807176,1.0,14,,,,,0
25807176,1.0,15,,,,,0
25807176,1.0,16,,,,,0
25807176,1.0,17,,,,,0
25807176,1.0,18,,,,,0
25807176,1.0,19,,,,,0
25807176,1.0,20,,,,,0
25807176,1.0,21,,,,,0
25807176,1.0,22,,,,,0
25807176,1.0,23,,,,,0
25807176,1.0,24,,,,,0
25807176,1.0,25,,,,,0
25807176,1.0,26,,,,,0
25807176,1.0,27,,,,,0
25807176,1.0,28,,,,,0
25807176,1.0,29,,,,,0
25807176,1.0,30,,,,,0
25807176,1.0,31,,,,,0
25807176,1.0,32,,,,,0
25807176,1.0,33,,,,,0
25807176,1.0,34,,,,,0
25807176,1.0,35,,,,,0
25807176,1.0,36,,,,,0
25807176,1.0,37,,,,,0
25807176,1.0,38,,,,,0
25807176,1.0,39,,,,,0
25807176,1.0,40,,,,,0
25807176,1.0,41,,,,,0
25807176,1.0,42,,,,,0
25807176,1.0,43,,,,,0
25807176,1.0,44,,,,,0
25807176,1.0,45,,,,,0
25807176,1.0,46,,,,,0
25807176,1.0,47,,,,,0
25807176,1.0,48,,,,,0
25807176,1.0,49,,,,,0
25807176,1.0,50,,,,,0
25807176,1.0,51,,,,,0
25807176,1.0,52,,,,,0
25807176,1.0,53,,,,,0
25807176,1.0,54,,,,,0
25807176,1.0,55,,,,,0
25807176,1.0,56,,,,,0
25807176,1.0,57,,,,,0
25807176,1.0,58,,,,,0
25807176,1.0,59,,,,,0
25807176,1.0,60,,,,,0
73124359,1.0,1,,,,,0
73124359,1.0,2,,,,,0
73124359,1.0,3,,,,,0
73124359,1.0,4,,,,,0
73124359,1.0,5,,,,,0
73124359,1.0,6,,,,,0
73124359,1.0,7,,,,,0
73124359,1.0,8,,,,,0
73124359,1.0,9,,,,,0
73124359,1.0,10,,,,,0
73124359,1.0,11,,,,,0
73124359,1.0,12,,,,,0
73124359,1.0,13,,,,,0
73124359,1.0,14,,,,,0
73124359,1.0,15,,,,,0
73124359,1.0,16,,,,,0
73124359,1.0,17,,,,,0
73124359,1.0,18,,,,,0
73124359,1.0,19,,,,,0
73124359,1.0,20,,,,,0
73124359,1.0,21,,,,,0
73124359,1.0,22,,,,,0
73124359,1.0,23,,,,,0
73124359,1.0,24,,,,,0
73124359,1.0,25,,,,,0
73124359,1.0,26,,,,,0
73124359,1.0,27,,,,,0
73124359,1.0,28,,,,,0
73124359,1.0,29,,,,,0
73124359,1.0,30,,,,,0
73124359,1.0,31,,,,,0
73124359,1.0,32,,,,,0
73124359,1.0,33,,,,,0
73124359,1.0,34,,,,,0
73124359,1.0,35,,,,,0
73124359,1.0,36,,,,,0
73124359,1.0,37,,,,,0
73124359,1.0,38,,,,,0
73124359,1.0,39,,,,,0
73124359,1.0,40,,,,,0
73124359,1.0,41,,,,,0
73124359,1.0,42,,,,,0
73124359,1.0,43,,,,,0
73124359,1.0,44,,,,,0
73124359,1.0,45,,,,,0
73124359,1.0,46,,,,,0
73124359,1.0,47,,,,,0
73124359,1.0,48,,,,,0
73124359,1.0,49,,,,,0
73124359,1.0,50,,,,,0
73124359,1.0,51,,,,,0
73124359,1.0,52,,,,,0
73124359,1.0,53,,,,,0
73124359,1.0,54,,,,,0
73124359,1.0,55,,,,,0
73124359,1.0,56,,,,,0
73124359,1.0,57,,,,,0
73124359,1.0,58,,,,,0
73124359,1.0,59,,,,,0
73124359,1.0,60,,,,,0
76537144,1.0,1,,,,,0
76537144,1.0,2,,,,,0
76537144,1.0,3,,,,,0
76537144,1.0,4,,,,,0
76537144,1.0,5,,,,,0
76537144,1.0,6,,,,,0
76537144,1.0,7,,,,,0
76537144,1.0,8,,,,,0
76537144,1.0,9,,,,,0
76537144,1.0,10,,,,,0
76537144,1.0,11,,,,,0
76537144,1.0,12,,,,,0
76537144,1.0,13,,,,,0
76537144,1.0,14,,,,,0
76537144,1.0,15,,,,,0
76537144,1.0,16,,,,,0
76537144,1.0,17,,,,,0
76537144,1.0,18,,,,,0
76537144,1.0,19,,,,,0
76537144,1.0,20,,,,,0
76537144,1.0,21,,,,,0
76537144,1.0,22,,,,,0
76537144,1.0,23,,,,,0
76537144,1.0,24,,,,,0
76537144,1.0,25,,,,,0
76537144,1.0,26,,,,,0
76537144,1.0,27,,,,,0
76537144,1.0,28,,,,,0
76537144,1.0,29,,,,,0
76537144,1.0,30,,,,,0
76537144,1.0,31,,,,,0
76537144,1.0,32,,,,,0
76537144,1.0,33,,,,,0
76537144,1.0,34,,,,,0
76537144,1.0,35,,,,,0
76537144,1.0,36,,,,,0
76537144,1.0,37,,,,,0
76537144,1.0,38,,,,,0
76537144,1.0,39,,,,,0
76537144,1.0,40,,,,,0
76537144,1.0,41,,,,,0
76537144,1.0,42,,,,,0
76537144,1.0,43,,,,,0
76537144,1.0,44,,,,,0
76537144,1.0,45,,,,,0
76537144,1.0,46,,,,,0
76537144,1.0,47,,,,,0
76537144,1.0,48,,,,,0
76537144,1.0,49,,,,,0
76537144,1.0,50,,,,,0
76537144,1.0,51,,,,,0
76537144,1.0,52,,,,,0
76537144,1.0,53,,,,,0
76537144,1.0,54,,,,,0
76537144,1.0,55,,,,,0
76537144,1.0,56,,,,,0
76537144,1.0,57,,,,,0
76537144,1.0,58,,,,,0
76537144,1.0,59,,,,,0
76537144,1.0,60,,,,,0
75100794,1.0,1,,,,,0
75100794,1.0,2,,,,,0
75100794,1.0,3,,,,,0
75100794,1.0,4,,,,,0
75100794,1.0,5,,,,,0
75100794,1.0,6,,,,,0
75100794,1.0,7,,,,,0
75100794,1.0,8,,,,,0
75100794,1.0,9,,,,,0
75100794,1.0,10,,,,,0
75100794,1.0,11,,,,,0
75100794,1.0,12,,,,,0
75100794,1.0,13,,,,,0
75100794,1.0,14,,,,,0
75100794,1.0,15,,,,,0
75100794,1.0,16,,,,,0
75100794,1.0,17,,,,,0
75100794,1.0,18,,,,,0
75100794,1.0,19,,,,,0
75100794,1.0,20,,,,,0
75100794,1.0,21,,,,,0
75100794,1.0,22,,,,,0
75100794,1.0,23,,,,,0
75100794,1.0,24,,,,,0
75100794,1.0,25,,,,,0
75100794,1.0,26,,,,,0
75100794,1.0,27,,,,,0
75100794,1.0,28,,,,,0
75100794,1.0,29,,,,,0
75100794,1.0,30,,,,,0
75100794,1.0,31,,,,,0
75100794,1.0,32,,,,,0
75100794,1.0,33,,,,,0
75100794,1.0,34,,,,,0
75100794,1.0,35,,,,,0
75100794,1.0,36,,,,,0
75100794,1.0,37,,,,,0
75100794,1.0,38,,,,,0
75100794,1.0,39,,,,,0
75100794,1.0,40,,,,,0
75100794,1.0,41,,,,,0
75100794,1.0,42,,,,,0
75100794,1.0,43,,,,,0
75100794,1.0,44,,,,,0
75100794,1.0,45,,,,,0
75100794,1.0,46,,,,,0
75100794,1.0,47,,,,,0
75100794,1.0,48,,,,,0
75100794,1.0,49,,,,,0
75100794,1.0,50,,,,,0
75100794,1.0,51,,,,,0
75100794,1.0,52,,,,,0
75100794,1.0,53,,,,,0
75100794,1.0,54,,,,,0
75100794,1.0,55,,,,,0
75100794,1.0,56,,,,,0
75100794,1.0,57,,,,,0
75100794,1.0,58,,,,,0
75100794,1.0,59,,,,,0
75100794,1.0,60,,,,,0
64042219,1.0,1,,,,,0
64042219,1.0,2,,,,,0
64042219,1.0,3,,,,,0
64042219,1.0,4,,,,,0
64042219,1.0,5,,,,,0
64042219,1.0,6,,,,,0
64042219,1.0,7,,,,,0
64042219,1.0,8,,,,,0
64042219,1.0,9,,,,,0
64042219,1.0,10,,,,,0
64042219,1.0,11,,,,,0
64042219,1.0,12,,,,,0
64042219,1.0,13,,,,,0
64042219,1.0,14,,,,,0
64042219,1.0,15,,,,,0
64042219,1.0,16,,,,,0
64042219,1.0,17,,,,,0
64042219,1.0,18,,,,,0
64042219,1.0,19,,,,,0
64042219,1.0,20,,,,,0
64042219,1.0,21,,,,,0
64042219,1.0,22,,,,,0
64042219,1.0,23,,,,,0
64042219,1.0,24,,,,,0
64042219,1.0,25,,,,,0
64042219,1.0,26,,,,,0
64042219,1.0,27,,,,,0
64042219,1.0,28,,,,,0
64042219,1.0,29,,,,,0
64042219,1.0,30,,,,,0
64042219,1.0,31,,,,,0
64042219,1.0,32,,,,,0
64042219,1.0,33,,,,,0
64042219,1.0,34,,,,,0
64042219,1.0,35,,,,,0
64042219,1.0,36,,,,,0
64042219,1.0,37,,,,,0
64042219,1.0,38,,,,,0
64042219,1.0,39,,,,,0
64042219,1.0,40,,,,,0
64042219,1.0,41,,,,,0
64042219,1.0,42,,,,,0
64042219,1.0,43,,,,,0
64042219,1.0,44,,,,,0
64042219,1.0,45,,,,,0
64042219,1.0,46,,,,,0
64042219,1.0,47,,,,,0
64042219,1.0,48,,,,,0
64042219,1.0,49,,,,,0
64042219,1.0,50,,,,,0
64042219,1.0,51,,,,,0
64042219,1.0,52,,,,,0
64042219,1.0,53,,,,,0
64042219,1.0,54,,,,,0
64042219,1.0,55,,,,,0
64042219,1.0,56,,,,,0
64042219,1.0,57,,,,,0
64042219,1.0,58,,,,,0
64042219,1.0,59,,,,,0
64042219,1.0,60,,,,,0
89172774,1.0,1,,,,,0
89172774,1.0,2,,,,,0
89172774,1.0,3,,,,,0
89172774,1.0,4,,,,,0
89172774,1.0,5,,,,,0
89172774,1.0,6,,,,,0
89172774,1.0,7,,,,,0
89172774,1.0,8,,,,,0
89172774,1.0,9,,,,,0
89172774,1.0,10,,,,,0
89172774,1.0,11,,,,,0
89172774,1.0,12,,,,,0
89172774,1.0,13,,,,,0
89172774,1.0,14,,,,,0
89172774,1.0,15,,,,,0
89172774,1.0,16,,,,,0
89172774,1.0,17,,,,,0
89172774,1.0,18,,,,,0
89172774,1.0,19,,,,,0
89172774,1.0,20,,,,,0
89172774,1.0,21,,,,,0
89172774,1.0,22,,,,,0
89172774,1.0,23,,,,,0
89172774,1.0,24,,,,,0
89172774,1.0,25,,,,,0
89172774,1.0,26,,,,,0
89172774,1.0,27,,,,,0
89172774,1.0,28,,,,,0
89172774,1.0,29,,,,,0
89172774,1.0,30,,,,,0
89172774,1.0,31,,,,,0
89172774,1.0,32,,,,,0
89172774,1.0,33,,,,,0
89172774,1.0,34,,,,,0
89172774,1.0,35,,,,,0
89172774,1.0,36,,,,,0
89172774,1.0,37,,,,,0
89172774,1.0,38,,,,,0
89172774,1.0,39,,,,,0
89172774,1.0,40,,,,,0
89172774,1.0,41,,,,,0
89172774,1.0,42,,,,,0
89172774,1.0,43,,,,,0
89172774,1.0,44,,,,,0
89172774,1.0,45,,,,,0
89172774,1.0,46,,,,,0
89172774,1.0,47,,,,,0
89172774,1.0,48,,,,,0
89172774,1.0,49,,,,,0
89172774,1.0,50,,,,,0
89172774,1.0,51,,,,,0
89172774,1.0,52,,,,,0
89172774,1.0,53,,,,,0
89172774,1.0,54,,,,,0
89172774,1.0,55,,,,,0
89172774,1.0,56,,,,,0
89172774,1.0,57,,,,,0
89172774,1.0,58,,,,,0
89172774,1.0,59,,,,,0
89172774,1.0,60,,,,,0
45488039,1.0,1,,,,,0
45488039,1.0,2,,,,,0
45488039,1.0,3,,,,,0
45488039,1.0,4,,,,,0
45488039,1.0,5,,,,,0
45488039,1.0,6,,,,,0
45488039,1.0,7,,,,,0
45488039,1.0,8,,,,,0
45488039,1.0,9,,,,,0
45488039,1.0,10,,,,,0
45488039,1.0,11,,,,,0
45488039,1.0,12,,,,,0
45488039,1.0,13,,,,,0
45488039,1.0,14,,,,,0
45488039,1.0,15,,,,,0
45488039,1.0,16,,,,,0
45488039,1.0,17,,,,,0
45488039,1.0,18,,,,,0
45488039,1.0,19,,,,,0
45488039,1.0,20,,,,,0
45488039,1.0,21,,,,,0
45488039,1.0,22,,,,,0
45488039,1.0,23,,,,,0
45488039,1.0,24,,,,,0
45488039,1.0,25,,,,,0
45488039,1.0,26,,,,,0
45488039,1.0,27,,,,,0
45488039,1.0,28,,,,,0
45488039,1.0,29,,,,,0
45488039,1.0,30,,,,,0
45488039,1.0,31,,,,,0
45488039,1.0,32,,,,,0
45488039,1.0,33,,,,,0
45488039,1.0,34,,,,,0
45488039,1.0,35,,,,,0
45488039,1.0,36,,,,,0
45488039,1.0,37,,,,,0
45488039,1.0,38,,,,,0
45488039,1.0,39,,,,,0
45488039,1.0,40,,,,,0
45488039,1.0,41,,,,,0
45488039,1.0,42,,,,,0
45488039,1.0,43,,,,,0
45488039,1.0,44,,,,,0
45488039,1.0,45,,,,,0
45488039,1.0,46,,,,,0
45488039,1.0,47,,,,,0
45488039,1.0,48,,,,,0
45488039,1.0,49,,,,,0
45488039,1.0,50,,,,,0
45488039,1.0,51,,,,,0
45488039,1.0,52,,,,,0
45488039,1.0,53,,,,,0
45488039,1.0,54,,,,,0
45488039,1.0,55,,,,,0
45488039,1.0,56,,,,,0
45488039,1.0,57,,,,,0
45488039,1.0,58,,,,,0
45488039,1.0,59,,,,,0
45488039,1.0,60,,,,,0
97697276,1.0,1,,,,,0
97697276,1.0,2,,,,,0
97697276,1.0,3,,,,,0
97697276,1.0,4,,,,,0
97697276,1.0,5,,,,,0
97697276,1.0,6,,,,,0
97697276,1.0,7,,,,,0
97697276,1.0,8,,,,,0
97697276,1.0,9,,,,,0
97697276,1.0,10,,,,,0
97697276,1.0,11,,,,,0
97697276,1.0,12,,,,,0
97697276,1.0,13,,,,,0
97697276,1.0,14,,,,,0
97697276,1.0,15,,,,,0
97697276,1.0,16,,,,,0
97697276,1.0,17,,,,,0
97697276,1.0,18,,,,,0
97697276,1.0,19,,,,,0
97697276,1.0,20,,,,,0
97697276,1.0,21,,,,,0
97697276,1.0,22,,,,,0
97697276,1.0,23,,,,,0
97697276,1.0,24,,,,,0
97697276,1.0,25,,,,,0
97697276,1.0,26,,,,,0
97697276,1.0,27,,,,,0
97697276,1.0,28,,,,,0
